			file id	170104aOEsa17_1	170104aOEsa13_1	170104aOEsa03_1	170104aOEsa06_1	170104aOEsa15_1	170104aOEsa10_1	170104aOEsa16_1	170104aOEsa05_1	170104aOEsa19_1	170104aOEsa12_1	170104aOEsa04_1	170104aOEsa09_1	170104aOEsa08_1	170104aOEsa14_1	170104aOEsa07_1	170104aOEsa02_1	170104aOEsa20_1	170104aOEsa11_1	170104aOEsa18_1	170104aOEsa01_1
			mx class	304403	304403	304403	304403	304403	304403	304403	304403	304403	304403	304403	304403	304403	304411	304411	304411	304411	304411	304411	304411
			mx sample	304424	304423	304422	304421	304420	304419	304404	304405	304406	304407	304408	304409	304410	304412	304413	304414	304415	304416	304417	304418
			label	2.16.2016_001	3.01.2016_002	3.15.2016_003	3.29.2016_004	4.12.2016_005	4.26.2016_006	5.10.2016_007	5.24.2016_008	6.07.2016_009	6.21.2016_010	7.05.2016_011	7.19.2016_012	8.02.2016_013	8.16.2016_014	8.30.2016_015	9.13.2016_016	9.27.2016_017	10.18.2016_018	11.01.2016_019	11.29.2016_020
			species	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human	human
			organ	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum	serum
			treatment	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 1 - Pre-meditation	 2 - Meditation	 2 - Meditation	 2 - Meditation	 2 - Meditation	 2 - Meditation	 2 - Meditation	 2 - Meditation
PubChem	KEGG	InChI Key	label	170104aOEsa17_1	170104aOEsa13_1	170104aOEsa03_1	170104aOEsa06_1	170104aOEsa15_1	170104aOEsa10_1	170104aOEsa16_1	170104aOEsa05_1	170104aOEsa19_1	170104aOEsa12_1	170104aOEsa04_1	170104aOEsa09_1	170104aOEsa08_1	170104aOEsa14_1	170104aOEsa07_1	170104aOEsa02_1	170104aOEsa20_1	170104aOEsa11_1	170104aOEsa18_1	170104aOEsa01_1
6912	C00379	HEBKCHPVOIAQTA-NGQZWQHPSA-N	xylitol	0.043057663	0.225961658	0.782781054	0.546665506	0.212533036	0.244909559	0.268660633	0.997033123	0.513080198	0.969096242	0.909782022	0.750602724	0.582061522	0.276086615	0.952336233	0.487999771	0.458948713	0.519215312	0.02348864	0.708441449
1188	C00385	LRFVTYWOQMYALW-UHFFFAOYSA-N	xanthine	0.07441981	0.507184311	0.843674397	0.275357562	0.443566409	0.971001636	0.517840525	0.531910132	0.87586116	0.095006234	0.511096726	0.697544391	0.755132915	0.671526329	0.034455572	0.109968103	0.264572959	0.415422839	0.981743734	0.205396467
6287	C00183	KZSNJWFQEVHDMF-BYPYZUCNSA-N	valine	0.857966975	0.810168233	0.981556939	0.834559685	0.710084758	0.123766975	0.407282788	0.701554755	0.986097189	0.433390233	0.97016382	0.223754813	0.762598499	0.114352861	0.296114937	0.763660204	0.294364052	0.931466997	0.046098865	0.707274726
6029	C00299	DRTQHJPVMGBUCF-XVFCMESISA-N	uridine	0.680996569	0.562553758	0.577126467	0.992517435	0.307426627	0.521525909	0.474309595	0.85393065	0.87390768	0.205009081	0.019244816	0.98844784	0.206099333	0.891304638	0.58871397	0.745071566	0.006638328	0.726134231	0.850339261	0.545078347
1175	C00366	LEHOTFFKMJEONL-UHFFFAOYSA-N	uric acid	0.900487423	0.941143872	0.492620071	0.922074035	0.53926349	0.170241001	0.406330165	0.963368071	0.80236363	0.677291628	0.65726518	0.557019312	0.941758585	0.774489396	0.81985437	0.716174501	0.881900154	0.121346474	0.091240057	0.186194185
1176	C00086	XSQUKJJJFZCRTK-UHFFFAOYSA-N	urea	0.654902139	0.468850318	0.015562948	0.233393718	0.942217868	0.248373467	0.844073359	0.14458395	0.806403215	0.616012125	0.005113225	0.104147311	0.749379069	0.232561987	0.813350839	0.284284391	0.664658068	0.633991534	0.897800919	0.652678179
6057	C00082	OUYCCCASQSFEME-QMMMGPOBSA-N	tyrosine	0.114404363	0.335891525	0.147736093	0.446725726	0.588451765	0.356232361	0.465831882	0.502257402	0.543553164	0.802941492	0.389649435	0.245329691	0.238049288	0.001471917	0.160994972	0.992977915	0.219779429	0.029402179	0.610399201	0.696469575
6305	C00078	QIVBCDIJIAJPQS-VIFPVBQESA-N	tryptophan	0.854462762	0.290026951	0.887188775	0.352549804	0.80791779	0.61407074	0.34350364	0.076131931	0.409022171	0.22995818	0.048145694	0.30647702	0.152088585	0.825096166	0.559421179	0.639333275	0.480814161	0.556359148	0.982166051	0.391059377
7427	C01083	HDTRYLNUVZCQOY-LIZSDCNHSA-N	trehalose	0.044031926	0.892183847	0.926632351	0.002207775	0.541369037	0.321240042	0.058364782	0.234780624	0.267497483	0.69642067	0.376887938	0.435124717	0.526436791	0.572126977	0.55363403	0.867544534	0.514966772	0.701456973	0.518706912	0.878567135
5810	C01157	PMMYEEVYMWASQN-DMTCNVIQSA-N	trans-4-hydroxyproline	0.305555366	0.623624311	0.485473628	0.063793216	0.042443463	0.766965101	0.853857155	0.980255095	0.732135833	0.622242498	0.468978692	0.403519921	0.885174073	0.766724919	0.998254407	0.291663647	0.886252297	0.4203059	0.400835698	0.672354326
92729	C02483	QUEDXNHFTDJVIY-DQCZWYHMSA-N	tocopherol gamma-	0.546626154	0.02228637	0.251346193	0.078105634	0.150664517	0.731380234	0.272046289	0.418702576	0.955532182	0.314977277	0.900055631	0.729761314	0.977274601	0.483205977	0.344458049	0.60851887	0.769400667	0.066424079	0.630451586	0.122818766
638015	C00376	NCYCYZXNIZJOKI-OVSJKPMPSA-N	tocopherol alpha-	0.799355302	0.149897716	0.052784767	0.434926244	0.492156033	0.564543106	0.383321802	0.725220954	0.377893393	0.457204397	0.263303767	0.95289427	0.465320567	0.637151689	0.026746284	0.156740029	0.014569836	0.544882353	0.291350781	0.259710357
6288	C00188	AYFVYJQAPQTCCC-GBXIJSLDSA-N	threonine	0.537101426	0.764837898	0.58357928	0.36104235	0.170948131	0.880649744	0.110200536	0.955713807	0.38908334	0.241262955	0.094831147	0.248129962	0.598122432	0.164016208	0.124210983	0.366710193	0.493663155	0.513234885	0.023086803	0.278183073
5460407	C01620	JPIJQSOTBSSVTP-STHAYSLISA-N	threonic acid	0.038259387	0.203949173	0.084968937	0.520201655	0.586565264	0.271459408	0.247743529	0.287487698	0.546244842	0.010247519	0.637888626	0.03989167	0.442042647	0.43343653	0.592575032	0.731996136	0.938172771	0.095738636	0.416080326	0.286315277
169019	C16884	UNXHWFMMPAWVPI-QWWZWVQMSA-N	threitol	0.113346266	0.326903401	0.01010833	0.208091286	0.198128049	0.417566949	0.758344603	0.722627526	0.265938399	0.426892008	0.275807524	0.900556686	0.520593239	0.692286794	0.436265477	0.801507418	0.171595138	0.582467856	0.375553799	0.894548099
1123	C00245	XOAAWQZATWQOTB-UHFFFAOYSA-N	taurine	0.91279324	0.965909353	0.268947858	0.056542282	0.32608264	0.456558666	0.074632352	0.722123793	0.280355428	0.766527339	0.91543036	0.749854257	0.232972556	0.183901966	0.195095216	0.444028197	0.225841762	0.202156313	0.378452018	0.077265663
5988	C00089	CZMRCDWAGMRECN-UGDNZRGBSA-N	sucrose	0.942429747	0.338439026	0.777212831	0.311372832	0.50485366	0.921508648	0.250786477	0.98138568	0.626226203	0.852690245	0.093012729	0.297906298	0.85959498	0.724739933	0.705422173	0.292641018	0.853430564	0.620837194	0.520333519	0.842565875
1110	C00042	KDYFGRWQOYBRFD-UHFFFAOYSA-N	succinic acid	0.99399472	0.427373028	0.900521358	0.147601571	0.360587332	0.005106848	0.554230013	0.273720028	0.535274037	0.341022974	0.919314312	0.581380265	0.489549996	0.570348627	0.624097227	0.413899708	0.112383524	0.468271757	0.85655865	0.661221854
5281	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N	stearic acid	0.592712105	0.623052799	0.125711164	0.205398164	0.928063559	0.145753157	0.800646021	0.713571319	0.740572675	0.588967087	0.373121831	0.044561062	0.765387709	0.460340835	0.910056479	0.856237516	0.841004939	0.223676928	0.493817903	0.749505263
5780	C00794	FBPFZTCFMRRESA-JGWLITMVSA-N	sorbitol	0.304635532	0.652744618	0.550559749	0.157405202	0.909061882	0.506476972	0.145151711	0.425627578	0.309762169	0.739100992	0.267233854	0.57635244	0.28472467	0.286760492	0.592568031	0.697373379	0.594317765	0.735366561	0.949752135	0.09033233
5951	C00065	MTCFGRXMJLQNBG-REOHCLBHSA-N	serine	0.441578651	0.727076346	0.322669097	0.117415891	0.379930683	0.303600894	0.208671793	0.513523179	0.719436626	0.22807745	0.024231923	0.142001266	0.685490075	0.666494377	0.109906052	0.162947022	0.118105619	0.238419918	0.551562873	0.844260979
338	C00805	YGSDEFSMJLZEOE-UHFFFAOYSA-N	salicylic acid	0.253529425	0.184729139	0.886818708	0.749528487	0.494941573	0.824066924	0.833255724	0.208286926	0.636018122	0.011574434	0.272803162	0.25384655	0.43370213	0.290026241	0.763003311	0.504980863	0.587218156	0.551487471	0.265587958	0.915410516
5779	C00121	HMFHBZSHGGEWLO-SOOFDHNKSA-N	ribose	0.117152502	0.652616853	0.391600355	0.432860839	0.347803567	0.273091514	0.763593667	0.945970934	0.39245107	0.511693268	0.16540603	0.387782702	0.194690658	0.632745325	0.51780212	0.98397691	0.004164943	0.430420654	0.490059376	0.558188495
5460677	C01685	QXKAIJAYHKCRRA-BXXZVTAOSA-N	ribonic acid	0.608726976	0.908560442	0.235784262	0.969881927	0.734418482	0.250629439	0.248413314	0.582694044	0.230024199	0.460445942	0.653127236	0.209006832	0.229357096	0.350535181	0.295373788	0.858255603	0.598223931	0.711615769	0.953503856	0.109436101
827	C00474	HEBKCHPVOIAQTA-ZXFHETKHSA-N	ribitol	0.166222258	0.748262582	0.828411224	0.728958618	0.406826749	0.72336052	0.232936407	0.705947417	0.647936557	0.477391932	0.689736131	0.060820167	0.715712956	0.475024184	0.597457954	0.917214997	0.985546381	0.800197146	0.33002703	0.425211145
1023	C00013	XPPKVPWEQAFLFU-UHFFFAOYSA-N	pyrophosphate	0.56982456	0.767265373	0.172164513	0.766741794	0.750779618	0.070756098	0.972233745	0.5327304	0.338206661	0.20857239	0.707444358	0.141122989	0.185029653	0.277829829	0.185122536	0.181235176	0.888949542	0.254010366	0.104452296	0.801021094
15047	C02067	PTJWIQPHWPFNBW-GBNDHIKLSA-N	pseudo uridine	0.251237664	0.781896532	0.723270863	0.153202469	0.40693867	0.167248023	0.728971344	0.497503724	0.251066023	0.914161205	0.454818727	0.985580599	0.177716587	0.850907096	0.814300701	0.416812941	0.87128642	0.775331627	0.701809163	0.211154751
10442	C02457	YPFDHNVEDLHUCE-UHFFFAOYSA-N	propane-1,3-diol NIST	0.865300275	0.589646037	0.658950658	0.702685412	0.561726647	0.802252179	0.075169908	0.041992569	0.478193298	0.140857657	0.834784315	0.62233638	0.161000967	0.508818793	0.350828685	0.05509724	0.416644109	0.149937326	0.140484715	0.382596391
145742	C00148	ONIBWKKTOPOVIA-BYPYZUCNSA-N	proline	0.112226449	0.277629693	0.905038037	0.928789131	0.023491233	0.567638686	0.026938816	0.283760587	0.957131009	0.641157702	0.842499319	0.657219121	0.49821729	0.105770542	0.537332177	0.692962592	0.035686787	0.595303356	0.322093328	0.46411676
6931662		HXEACLLIILLPRG-RXMQYKEDSA-N	pipecolinic acid	0.99363332	0.042266474	0.393855702	0.551958452	0.574437324	0.955462545	0.737770195	0.707018919	0.505646827	0.755131822	0.853747433	0.308045592	0.212724716	0.182638131	0.085946735	0.928047549	0.360695788	0.876800629	0.415104624	0.613097746
1015	C00346	SUHOOTKUPISOBE-UHFFFAOYSA-N	phosphoethanolamine	0.193803994	9.48324E-05	0.832611953	0.923162435	0.878256366	0.564985429	0.621269902	0.14006501	0.807273311	0.991150684	0.172106764	0.580187865	0.442692525	0.805965568	0.336172828	0.44874968	0.844139879	0.526372021	0.373902069	0.942652848
1004	C00009	NBIIXXVUZAFLBC-UHFFFAOYSA-N	phosphate	0.740438722	0.151891763	0.077099903	0.742529296	0.096808168	0.948610828	0.560636293	0.506517099	0.198913199	0.343047438	0.952102056	0.656810216	0.230957394	0.146675554	0.127344612	0.446159344	0.007865593	0.311803945	0.149213834	0.706493894
1001	C05332	BHHGXPLMPWCGHP-UHFFFAOYSA-N	phenylethylamine	0.661485578	0.276948914	0.206066129	0.561357218	0.880274669	0.407570435	0.896391545	0.281141134	0.012355694	0.047699609	0.427972183	0.12037457	0.728402986	0.098586606	0.889678661	0.087799495	0.781868878	0.786312039	0.327360282	0.757927903
6140	C00079	COLNVLDHVKWLRT-QMMMGPOBSA-N	phenylalanine	0.695581825	0.775552507	0.154455444	0.138103389	0.035876019	0.665934648	0.106440004	0.079124498	0.835454153	0.069523636	0.342975081	0.560549621	0.030472186	0.830711222	0.010741493	0.312653608	0.728462208	0.931708107	0.654530761	0.277781291
8158	C01601	FBUKVWPVBMHYJY-UHFFFAOYSA-N	pelargonic acid	0.687956759	0.72624567	0.248006153	0.410648998	0.106464035	0.750898645	0.696030532	0.174469451	0.638826321	0.3713138	0.964511684	0.138582433	0.943737854	0.077516562	0.722209369	0.463136078	0.499546792	0.715845876	0.471198627	0.414684962
445638	C08362	SECPZKHBENQXJG-FPLPWBNLSA-N	palmitoleic acid	0.623278458	0.872010125	0.203125224	0.469913728	0.914099729	0.553348993	0.818044254	0.427830454	0.998098705	0.371494161	0.787544625	0.150231939	0.314944171	0.306958591	0.053538547	0.902080517	0.229645261	0.783576453	0.103145691	0.357593871
985	C00249	IPCSVZSSVZVIGE-UHFFFAOYSA-N	palmitic acid	0.002410381	0.93314246	0.993518097	0.053158534	0.774931508	0.837626843	0.767214918	0.519946062	0.651351685	0.989182461	0.825607436	0.78123206	0.618334632	0.993528162	0.279199176	0.992240619	0.45836988	0.592392481	0.291050469	0.503170086
7405	C01879	ODHCTXKNWHHXJC-VKHMYHEASA-N	oxoproline	0.890070153	0.011747194	0.990487003	0.293429013	0.775065923	0.348938811	0.257157779	0.96042397	0.671273336	0.447232088	0.37092164	0.628213719	0.915395892	0.193425433	0.202690264	0.085023767	0.110754589	0.345925797	0.157746918	0.521829518
